gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1.3_RNAseq_rep1	E12.5_DFL_DelCBS1.3_RNAseq_rep2	E12.5_DFL_DelCBS1.3_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000057858	Fam204a	336.174347061698	342.810549231766	318.726479545326	347.39538081403	397.660543758402	332.791359734544	345.926443357628	-0.110692736449084	0.133248764045217	-0.830722425399164	0.406130454775484	0.995690064546275
ENSMUSG00000059995	Atxn7l3	3484.68723182812	3161.36529550909	3522.4921009151	3575.27746087773	3408.68218974515	3580.05919812591	3455.42724616685	-0.0549578076169895	0.0661311835628983	-0.831042250509827	0.405949761635468	0.995690064546275
ENSMUSG00000090439	Gm17455	5.76298880677197	3.95170661938636	5.21078713153121	6.20348894310768	9.14162169559545	9.18749152641379	6.57634745380108	-0.713922062393734	0.859426708343507	-0.830695689885849	0.406145561842467	0.995690064546275
ENSMUSG00000022890	Atp5j	1537.75751327365	1315.91830425566	1412.99177716688	1534.3295985953	1517.50920146884	1425.08201898596	1457.26473562438	-0.0691444443602614	0.0832524541118109	-0.830539412897042	0.406233873832933	0.995723865030603
ENSMUSG00000015714	Cers2	1674.14824836726	1980.79294296741	1657.89877234885	1671.84027016752	1710.6259597883	1678.24845215825	1728.9257742996	0.0697375448685204	0.0839940897096037	0.830267285586724	0.406387680098495	0.995918157336022
ENSMUSG00000014859	E2f4	1750.02760098975	1529.31046170252	1628.3709786035	1780.40132667191	1554.07568825123	1819.12332222993	1676.88489640814	-0.0710398748935826	0.085701120609607	-0.82892585754146	0.407146362630968	0.995928221909269
ENSMUSG00000018076	Med13l	1580.01943118998	1754.55773900754	1498.10130031522	1541.56700236226	1600.92649944115	1463.87364987526	1573.17427036524	0.0689785564769554	0.0831270944306472	0.829796313096256	0.406653955718078	0.995928221909269
ENSMUSG00000019139	Isyna1	2189.93574657335	1923.49319698631	2309.24716379025	2344.9188204947	2196.27461236681	2186.62298328648	2191.74875391632	-0.0665650824820413	0.0803505835683873	-0.828433093150929	0.40742527146199	0.995928221909269
ENSMUSG00000022676	Snai2	1175.64971658148	1070.9124938537	1241.90426634827	1098.01754293006	1086.71027906391	1135.16561970801	1134.72665308091	0.0719293266259069	0.0867192371813116	0.829450638219037	0.406849457552421	0.995928221909269
ENSMUSG00000029290	Zfp326	1350.46037705356	1316.9062309105	1201.95489833987	1205.54468461059	1248.97406416073	1236.22802649857	1260.0113802623	0.067751947265986	0.0816446926008232	0.829838965739493	0.406629836734348	0.995928221909269
