gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1_RNAseq_rep1	E12.5_DFL_DelCBS1_RNAseq_rep2	E12.5_DFL_DelCBS1_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000033021	Gmppa	481.047335314376	492.460376501009	508.31376883019	490.387403365527	573.841738781744	538.003260742611	514.008980589243	-0.113764336051019	0.109476234418024	-1.03916924669351	0.29872603040795	0.999970709381425
ENSMUSG00000033022	Cdo1	576.853408385373	660.415283855037	555.683510728344	750.270128651405	536.101725607228	618.656306885684	616.330060685512	-0.086222836763498	0.127444606859045	-0.676551475095854	0.498690575844742	0.999970709381425
ENSMUSG00000033029	1700088E04Rik	33.2800043299254	20.7351737474109	39.1711327234734	35.0276716689662	36.7723205290157	41.7498121211198	34.4560191866519	-0.281976274119964	0.390932002679059	-0.721292378693941	0.470729645059333	0.999970709381425
ENSMUSG00000033031	Cip2a	1999.82571473461	2402.16987863755	1971.31002822317	2054.20345465099	1853.13141613329	2030.55904407264	2051.86658940871	0.101883903792529	0.0853860645270052	1.19321465811679	0.232785315413102	0.999970709381425
ENSMUSG00000033032	Afap1l1	555.675223811785	530.820447933719	583.012207977279	570.612070736385	540.94018883473	552.236151238448	555.549381755391	0.00616967189579068	0.102585751538727	0.060141606443869	0.952042852767155	0.999970709381425
ENSMUSG00000033033	Calhm2	67.5684936395455	72.5731081159381	76.5203522970178	82.4845171559527	84.1892601585358	91.0904991733522	79.0710384233903	-0.250731422081287	0.246844650302325	-1.01574582140712	0.309750441781261	0.999970709381425
ENSMUSG00000033036	Gm7879	0	49.7644169937861	0	55.3663197348176	48.3846322750206	39.8520933883416	32.227910398661	-1.52989520071082	2.38007454347756	-0.642792976759236	0.520358440939425	0.999970709381425
ENSMUSG00000033039	Micall1	1741.65355993276	1784.26170096471	1647.00948753581	1735.56463495265	1673.14058407021	1867.35523305372	1741.49753341831	-0.0290951797381449	0.0736509170648338	-0.395041649142439	0.692812150924651	0.999970709381425
ENSMUSG00000033047	Eif3l	4018.81264408341	4128.37309310951	4317.93416533172	4051.91066467461	4209.46300792679	4216.7310242331	4157.20409989319	-0.00152109616524633	0.0568985221069731	-0.0267334916430089	0.978672300203851	0.999970709381425
ENSMUSG00000033054	Npat	1274.72501433411	1412.06533219868	1150.53815418016	1175.12188824919	1113.81423497097	1223.07972327553	1224.89072453477	0.126961831468141	0.090354132136894	1.40515799848293	0.159974300686618	0.999970709381425
ENSMUSG00000033055	Ankrd54	577.861893365068	515.26906762316	590.299860576995	549.143497777986	579.647894654747	616.758588152905	571.496800358477	-0.0525267624309719	0.10688324803115	-0.491440552177675	0.623114888512673	0.999970709381425
ENSMUSG00000033059	Pygb	2405.23667657188	2235.25172997089	2340.2474410838	2350.24377649838	2223.75769935995	2272.51818250186	2304.54258433113	0.0284642190198715	0.0645458081905372	0.440992526359667	0.659218407549786	0.999970709381425
ENSMUSG00000033060	Lmo7	1043.78195398402	1114.51558892334	1157.82580677988	861.00276812104	1163.1665598915	985.86488167826	1054.35959322967	0.138622581928775	0.105267295468701	1.31686276646094	0.187884629037005	0.999970709381425
ENSMUSG00000033063	Cntnap3	161.357596751153	92.2715231759784	184.924184717793	247.453551467858	112.252346878048	162.254951652534	160.085692440561	-0.245610610172145	0.278643025147661	-0.881452568360501	0.378072915674247	0.999970709381425
ENSMUSG00000033065	Pfkm	1877.79903219155	1767.67356196678	1781.83106063056	1772.85215640671	1912.16066750881	1815.16796790232	1821.24740776779	-0.0196962683226916	0.0691863855415187	-0.284684163922278	0.775886124198949	0.999970709381425
ENSMUSG00000033068	Entpd6	331.791558319559	376.343403515508	351.629237936296	334.457768194	373.529361163159	357.719981128685	354.245218376201	-0.00944651777867497	0.126352818580366	-0.0747630158536317	0.940403268502466	0.999970709381425
ENSMUSG00000033075	Senp1	2036.13117400362	2080.77468555268	1997.72776889714	2031.60495680004	1947.96529539233	1900.56531087734	1999.12819858719	0.0567282863369673	0.065734480728366	0.862991320664495	0.388142238983371	0.999970709381425
ENSMUSG00000033082	Clec1a	34.2884893096201	31.1027606211163	24.5958275240414	38.4174463466081	31.9338573015136	35.1077965563962	32.574362943216	-0.229739416825275	0.385422333251389	-0.596071885319185	0.551127205100573	0.999970709381425
ENSMUSG00000033083	Tbc1d4	369.105502568263	371.159610078655	337.964889311829	372.875214540608	322.241650951637	346.333668732016	353.280089363835	0.0506840360874399	0.127302050404695	0.398139982241565	0.690527003753795	0.999970709381425
ENSMUSG00000033096	Apmap	427.597631390557	372.196368766025	419.950981058634	375.135064325703	368.690897935657	409.907246280085	395.579698292777	0.0802933197004724	0.122519361938783	0.655352088273128	0.512241091420254	0.999970709381425
ENSMUSG00000033099	Nol12	622.235232471635	457.21058113041	623.094297275717	576.261695199121	601.904825501256	622.45174435124	583.859729321563	-0.0801817012750492	0.125070881079047	-0.64109008094676	0.521464158316204	0.999970709381425
ENSMUSG00000033102	Cdc14b	1107.31650770479	1152.87566035605	1085.86023735768	1141.22414147277	1103.16961587047	1038.05214682966	1104.74971826524	0.0280957004144693	0.0807796291612297	0.347806751605563	0.72798531882845	0.999970709381425
ENSMUSG00000033105	Lss	821.915258451188	840.811295457511	991.120753561374	838.404270270094	808.991051638345	874.848335810737	862.681827531541	0.0743235621532817	0.0979054741626574	0.759135919507449	0.447771254072168	0.999970709381425
ENSMUSG00000033106	Slc7a6os	670.642511496981	682.187216289818	665.909256299048	599.990117942615	651.257150421777	698.360493662367	661.391124352101	0.0487011080977287	0.0989616376862469	0.492121080818541	0.622633750404454	0.999970709381425
ENSMUSG00000033107	Rnf125	20.1696995938942	24.8822084968931	23.6848709490769	18.0787982807568	24.1923161375103	20.8749060605599	21.9804665864485	0.119298319831746	0.463260951372707	0.257518617699696	0.796778444971314	0.999970709381425
ENSMUSG00000033111	3830406C13Rik	272.290944517571	199.057667975145	248.691144965308	274.571748888993	209.021611428089	193.567310743373	232.866738086413	0.0927008969149194	0.17984125950341	0.515459562343434	0.606231920073199	0.999970709381425
ENSMUSG00000033114	Slc35d2	32.2715193502307	37.3233127453396	30.9725235487929	50.8466201646284	29.0307793650124	33.210077823618	35.609138832937	-0.16363124978892	0.384488955947181	-0.425581144160092	0.670413082434155	0.999970709381425
ENSMUSG00000033124	Atg9a	767.457069547673	777.569015527908	762.470653245285	769.478851824709	789.637198728336	841.638257987119	784.708507810172	-0.0580312157827152	0.0893859455001622	-0.649220808237799	0.516195663844538	0.999970709381425
ENSMUSG00000033126	Ybey	192.620631121689	158.624079167693	167.616009793468	222.595203831817	209.021611428089	197.36274820893	191.306713925281	-0.276499332199127	0.167901389210955	-1.64679597648669	0.0995999886599297	0.999970709381425
ENSMUSG00000033128	Gga1	1360.44623760816	1273.13966809103	1295.38024959952	1270.03557922316	1465.08666528762	1438.47079944585	1350.42653320922	-0.0882247518275801	0.0813568357214476	-1.08441719795553	0.27817986182139	0.999970709381425
ENSMUSG00000033147	Slc22a15	169.425476588711	203.204702724627	170.348879518361	187.567532162851	172.249290899073	160.357232919755	177.19218580223	0.0625869846203877	0.175245698906017	0.357138491906455	0.720988129666664	0.999970709381425
ENSMUSG00000033149	Phldb2	2866.11431229236	2973.42391537872	3148.26592307731	2885.8281755658	2682.44401332714	2794.39083401586	2891.74452894286	0.104611309937413	0.0643296701119863	1.62617513435563	0.103912404252674	0.999970709381425
ENSMUSG00000033152	Podxl2	834.017078207524	738.172185407828	724.210477096776	857.612993443398	855.440298622364	842.587117353508	808.673358355233	-0.154627574086964	0.0927309876142869	-1.66748546591712	0.0954179120543692	0.999970709381425
ENSMUSG00000033157	Abhd10	354.986712852537	420.924027072441	371.670282585515	423.721834705236	376.43243909966	380.492605922023	388.037983706236	-0.0402155189584257	0.125837543805109	-0.319582834680161	0.749284588434151	0.999970709381425
ENSMUSG00000033159	Cnppd1	952.009820831805	990.10454643887	961.97014316251	1014.67255350747	1006.40035132043	1075.05766211883	1000.03584622999	-0.0928543531783792	0.0814462623576396	-1.14006892999761	0.254257584942954	0.999970709381425
