gene_id	gene_short_name	E12.5_PFL_WT_RNAseq_rep1	E12.5_PFL_WT_RNAseq_rep2	E12.5_PFL_WT_RNAseq_rep3	E12.5_PFL_DelCBS1_RNAseq_rep1	E12.5_PFL_DelCBS1_RNAseq_rep2	E12.5_PFL_DelCBS1_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000090015	Gm15446	77.9569153160116	89.2658300983986	60.1046530326834	65.0813702653201	63.1257244882347	48.061947708327	67.2660734848292	0.362798284264117	0.282162367859979	1.28577842260011	0.198520402745957	0.999782330420842
ENSMUSG00000090019	Gimap1	55.9972208607971	35.0062078817249	46.7480634698649	44.9153118732491	49.0977857130714	35.167278810971	44.4886447682797	0.0817880682456513	0.340275684797365	0.240358250382646	0.810052540948152	0.999782330420842
ENSMUSG00000090035	Galnt4	248.144547343924	299.303077388748	266.177749144741	278.658261417709	297.592701158821	253.204407438991	273.846790648822	-0.0270879154223094	0.14536437111396	-0.186344942813212	0.852174265360531	0.999782330420842
ENSMUSG00000090053	Pakap	279.986104303985	300.178232585791	346.317286521652	350.156104807779	314.626626814376	295.405142012156	314.44491617429	-0.0525817893908336	0.140325536408223	-0.374712904983075	0.707873993634574	0.999782330420842
ENSMUSG00000090061	Nwd2	12.077831950368	8.75155197043124	22.8970106791175	17.4161413386068	16.031930028758	7.0334557621942	14.0346536215793	0.0973109069237045	0.624238648758448	0.15588734711836	0.876121818915111	0.999782330420842
ENSMUSG00000090066	1110002E22Rik	165.79569313687	182.03228098497	119.255263953737	182.411164546461	99.1975670529402	134.807902108722	147.249978630617	0.163222769392483	0.234291720704983	0.696664691784012	0.48601266021014	0.999782330420842
ENSMUSG00000090071	Cdk5r2	25.2536486234967	15.7527935467762	16.2187158977082	17.4161413386068	10.0199562679738	12.894668897356	16.2593207619863	0.492307449491572	0.550084035692455	0.894967709564316	0.37080434953007	0.999782330420842
ENSMUSG00000090077	Lime1	913.523289336924	792.89060852107	832.878763452899	769.060135952163	904.80205099803	900.282337560857	852.239530970324	-0.0196167222373852	0.0998326106549259	-0.196496135968947	0.844221856767224	0.999782330420842
ENSMUSG00000090083	Rnf8	783.961092051159	814.769488447148	905.385963936771	818.55864291452	891.776107849664	930.760645863699	857.535323510493	-0.074968682205614	0.0961040720856993	-0.780078102609033	0.435344904590436	0.999782330420842
ENSMUSG00000090093	Gm14399	25.2536486234967	20.1285695319918	11.4485053395587	12.8329462494997	13.0259431483659	28.1338230487768	18.4705726569483	0.0835682830363609	0.547936141719232	0.152514639341279	0.878781044981363	0.999782330420842
ENSMUSG00000090100	Ttbk2	1156.17791306704	1422.12719519508	1297.49727181666	1231.04620093415	1138.26703204182	1243.74942728134	1248.14417338935	0.102952240180388	0.0910262832265757	1.13101663092326	0.258048091624933	0.999782330420842
ENSMUSG00000090112	Shprh	1251.70258394723	1263.72410453027	1225.94411344442	1228.29628388069	1119.22911513267	1264.84979456792	1225.62433258387	0.0512166979282008	0.0814449226606714	0.628850715981251	0.529446793756163	0.999782330420842
ENSMUSG00000090115	Usp49	1641.48716052729	1545.52407797816	1519.78908382642	1539.03691092215	1599.18502036861	1700.92405182396	1590.99105090776	-0.0396420804831796	0.0762458901799286	-0.519924161022062	0.603116434768143	0.999782330420842
ENSMUSG00000090125	Pou3f1	14.2738013958894	15.7527935467762	12.4025474511886	10.9996682138569	16.031930028758	15.2391541514208	14.116649131315	0.0113346606798319	0.570592366810644	0.0198647253961486	0.984151284645181	0.999782330420842
ENSMUSG00000090137	Uba52	55.9972208607971	43.7577598521562	42.9318950233453	43.9986728554277	39.0778294450976	62.1288592327154	47.9820395449232	-0.0223355498983849	0.328770406109987	-0.067936619243378	0.945836088137802	0.999782330420842
ENSMUSG00000090150	Acad11	315.121615432328	336.934750861603	300.523265163417	327.240129362244	291.580727398036	339.950361839386	318.558475009502	-0.00765368617333039	0.133675360119086	-0.0572557737380476	0.954341449968998	0.999782330420842
ENSMUSG00000090173	Fbxw10	13.1758166731287	7.00124157634499	9.54042111629895	21.0826974098924	22.0439037895423	10.5501836432913	13.8990440347498	-0.874064767476614	0.60749143917134	-1.43881001626772	0.150204357723713	0.999782330420842
ENSMUSG00000090210	Itga10	144.933983404416	217.038488866695	137.382064074705	217.243447223674	166.331274048364	207.486944984729	181.736033767097	-0.239111604907305	0.202013896576106	-1.18363938798251	0.236555841642892	0.999782330420842
ENSMUSG00000090213	Tmem189	569.854071112817	555.723550122383	578.149519647717	529.817352300775	579.153472288883	579.087857753989	565.297637204427	0.0141880836666774	0.103109334512803	0.137602320233341	0.890554721693811	0.999782330420842
